fips,county,year,age,pop_female,pop_male,pop_total
6031,KINGS,2018,2,1094,1173,2267
6031,KINGS,2018,3,1177,1244,2421
6031,KINGS,2018,4,1116,1250,2366
6031,KINGS,2018,5,1283,1279,2562
6031,KINGS,2018,6,1227,1288,2515
6031,KINGS,2018,7,1360,1422,2782
6031,KINGS,2018,8,1326,1409,2735
6031,KINGS,2018,9,1395,1440,2835
6031,KINGS,2018,10,1526,1464,2990
6031,KINGS,2018,11,1374,1527,2901
6031,KINGS,2018,12,1364,1372,2736
6031,KINGS,2018,13,1293,1405,2698
6031,KINGS,2018,14,1185,1352,2537
6031,KINGS,2018,15,1261,1228,2489
6031,KINGS,2018,16,1225,1234,2459
6031,KINGS,2018,17,1152,1266,2418
6031,KINGS,2018,18,1211,1252,2463
6031,KINGS,2018,19,1144,1314,2458
6031,KINGS,2018,20,1152,1536,2688
6031,KINGS,2018,21,1135,1446,2581
6031,KINGS,2018,22,1139,1519,2658
6031,KINGS,2018,23,1069,1391,2460
6031,KINGS,2018,24,1060,1467,2527
6031,KINGS,2018,25,1059,1415,2474
6031,KINGS,2018,26,1064,1523,2587
6031,KINGS,2018,27,969,1512,2481
6031,KINGS,2018,28,999,1436,2435
6031,KINGS,2018,29,991,1352,2343
6031,KINGS,2018,30,1013,1431,2444
6031,KINGS,2018,31,1017,1495,2512
6031,KINGS,2018,32,1010,1487,2497
6031,KINGS,2018,33,1006,1412,2418
6031,KINGS,2018,34,1005,1431,2436
6031,KINGS,2018,35,978,1397,2375
6031,KINGS,2018,36,879,1363,2242
6031,KINGS,2018,37,914,1385,2299
6031,KINGS,2018,38,807,1089,1896
6031,KINGS,2018,39,725,1108,1833
6031,KINGS,2018,40,724,1123,1847
6031,KINGS,2018,41,636,1003,1639
6031,KINGS,2018,42,674,1008,1682
6031,KINGS,2018,43,574,993,1567
6031,KINGS,2018,44,595,961,1556
6031,KINGS,2018,45,569,881,1450
6031,KINGS,2018,46,511,931,1442
6031,KINGS,2018,47,578,964,1542
6031,KINGS,2018,48,561,969,1530
6031,KINGS,2018,49,556,919,1475
6031,KINGS,2018,50,537,821,1358
6031,KINGS,2018,51,546,837,1383
6031,KINGS,2018,52,602,807,1409
6031,KINGS,2018,53,569,764,1333
6031,KINGS,2018,54,598,813,1411
6031,KINGS,2018,55,669,773,1442
6031,KINGS,2018,56,625,776,1401
6031,KINGS,2018,57,691,746,1437
6031,KINGS,2018,58,732,833,1565
6031,KINGS,2018,59,620,750,1370
6031,KINGS,2018,60,653,711,1364
6031,KINGS,2018,61,702,677,1379
6031,KINGS,2018,62,616,683,1299
6031,KINGS,2018,63,603,696,1299
6031,KINGS,2018,64,594,620,1214
6031,KINGS,2018,65,627,588,1215
6031,KINGS,2018,66,530,598,1128
6031,KINGS,2018,67,518,479,997
6031,KINGS,2018,68,550,515,1065
6031,KINGS,2018,69,543,520,1063
6031,KINGS,2018,70,496,456,952
6031,KINGS,2018,71,486,432,918
6031,KINGS,2018,72,404,341,745
6031,KINGS,2018,73,332,319,651
6031,KINGS,2018,74,357,316,673
6031,KINGS,2018,75,325,269,594
6031,KINGS,2018,76,312,273,585
6031,KINGS,2018,77,270,231,501
6031,KINGS,2018,78,322,243,565
6031,KINGS,2018,79,285,207,492
6031,KINGS,2018,80,243,202,445
6031,KINGS,2018,81,241,188,429
6031,KINGS,2018,82,241,186,427
6031,KINGS,2018,83,212,166,378
6031,KINGS,2018,84,189,151,340
6031,KINGS,2018,85,195,120,315
6031,KINGS,2018,86,167,112,279
6031,KINGS,2018,87,160,89,249
6031,KINGS,2018,88,128,77,205
6031,KINGS,2018,89,117,52,169
6031,KINGS,2018,90,105,61,166
6031,KINGS,2018,91,73,42,115
6031,KINGS,2018,92,68,37,105
6031,KINGS,2018,93,52,31,83
6031,KINGS,2018,94,48,19,67
6031,KINGS,2018,95,59,9,68
6031,KINGS,2018,96,18,9,27
6031,KINGS,2018,97,6,4,10
6031,KINGS,2018,98,7,2,9
6031,KINGS,2018,99,7,2,9
6031,KINGS,2018,100,11,4,15
6031,KINGS,2019,0,1066,1145,2211
6031,KINGS,2019,1,1031,1160,2191
6031,KINGS,2019,2,1056,1188,2244
6031,KINGS,2019,3,1118,1187,2305
6031,KINGS,2019,4,1188,1260,2448
6031,KINGS,2019,5,1131,1255,2386
6031,KINGS,2019,6,1315,1302,2617
6031,KINGS,2019,7,1233,1332,2565
6031,KINGS,2019,8,1404,1450,2854
6031,KINGS,2019,9,1381,1440,2821
6031,KINGS,2019,10,1412,1470,2882
6031,KINGS,2019,11,1535,1471,3006
6031,KINGS,2019,12,1386,1541,2927
6031,KINGS,2019,13,1386,1402,2788
6031,KINGS,2019,14,1316,1419,2735
6031,KINGS,2019,15,1196,1373,2569
6031,KINGS,2019,16,1259,1224,2483
6031,KINGS,2019,17,1230,1269,2499
6031,KINGS,2019,18,1149,1296,2445
6031,KINGS,2019,19,1217,1278,2495
6031,KINGS,2019,20,1135,1537,2672
6031,KINGS,2019,21,1145,1500,2645
6031,KINGS,2019,22,1149,1550,2699
6031,KINGS,2019,23,1134,1470,2604
6031,KINGS,2019,24,1071,1408,2479
6031,KINGS,2019,25,1022,1453,2475
6031,KINGS,2019,26,1068,1455,2523
6031,KINGS,2019,27,1068,1505,2573
6031,KINGS,2019,28,983,1525,2508
6031,KINGS,2019,29,1007,1431,2438
6031,KINGS,2019,30,989,1364,2353
6031,KINGS,2019,31,999,1434,2433
6031,KINGS,2019,32,999,1442,2441
6031,KINGS,2019,33,1000,1459,2459
6031,KINGS,2019,34,1003,1416,2419
6031,KINGS,2019,35,997,1440,2437
6031,KINGS,2019,36,960,1371,2331
6031,KINGS,2019,37,862,1358,2220
6031,KINGS,2019,38,900,1325,2225
6031,KINGS,2019,39,786,1092,1878
6031,KINGS,2019,40,715,1125,1840
6031,KINGS,2019,41,714,1074,1788
6031,KINGS,2019,42,625,982,1607
6031,KINGS,2019,43,656,1036,1692
6031,KINGS,2019,44,562,967,1529
6031,KINGS,2019,45,587,921,1508
6031,KINGS,2019,46,550,890,1440
6031,KINGS,2019,47,496,907,1403
6031,KINGS,2019,48,564,955,1519
6031,KINGS,2019,49,552,949,1501
6031,KINGS,2019,50,535,780,1315
6031,KINGS,2019,51,532,856,1388
6031,KINGS,2019,52,542,783,1325
6031,KINGS,2019,53,589,767,1356
6031,KINGS,2019,54,563,760,1323
6031,KINGS,2019,55,583,773,1356
6031,KINGS,2019,56,664,734,1398
6031,KINGS,2019,57,617,744,1361
6031,KINGS,2019,58,680,722,1402
6031,KINGS,2019,59,720,822,1542
6031,KINGS,2019,60,616,705,1321
6031,KINGS,2019,61,653,705,1358
6031,KINGS,2019,62,694,673,1367
6031,KINGS,2019,63,611,655,1266
6031,KINGS,2019,64,600,678,1278
6031,KINGS,2019,65,585,601,1186
6031,KINGS,2019,66,622,577,1199
6031,KINGS,2019,67,519,585,1104
6031,KINGS,2019,68,509,467,976
6031,KINGS,2019,69,542,495,1037
6031,KINGS,2019,70,538,504,1042
6031,KINGS,2019,71,485,449,934
6031,KINGS,2019,72,479,422,901
6031,KINGS,2019,73,392,318,710
6031,KINGS,2019,74,323,315,638
6031,KINGS,2019,75,351,305,656
6031,KINGS,2019,76,310,257,567
6031,KINGS,2019,77,303,260,563
6031,KINGS,2019,78,264,219,483
6031,KINGS,2019,79,301,233,534
6031,KINGS,2019,80,278,198,476
6031,KINGS,2019,81,230,187,417
6031,KINGS,2019,82,232,177,409
6031,KINGS,2019,83,236,163,399
6031,KINGS,2019,84,199,161,360
6031,KINGS,2019,85,185,141,326
6031,KINGS,2019,86,185,105,290
6031,KINGS,2019,87,138,96,234
6031,KINGS,2019,88,148,74,222
6031,KINGS,2019,89,118,71,189
6031,KINGS,2019,90,101,47,148
6031,KINGS,2019,91,93,43,136
6031,KINGS,2019,92,62,39,101
6031,KINGS,2019,93,59,34,93
6031,KINGS,2019,94,48,24,72
6031,KINGS,2019,95,47,13,60
6031,KINGS,2019,96,43,8,51
6031,KINGS,2019,97,12,7,19
6031,KINGS,2019,98,6,2,8
6031,KINGS,2019,99,5,1,6
6031,KINGS,2019,100,12,5,17
6033,LAKE,2017,0,343,379,722
6033,LAKE,2017,1,366,353,719
6033,LAKE,2017,2,352,361,713
6033,LAKE,2017,3,414,378,792
6033,LAKE,2017,4,414,363,777
6033,LAKE,2017,5,365,415,780
6033,LAKE,2017,6,351,423,774
6033,LAKE,2017,7,359,387,746
6033,LAKE,2017,8,367,402,769
6033,LAKE,2017,9,361,421,782
6033,LAKE,2017,10,368,403,771
6033,LAKE,2017,11,372,410,782
6033,LAKE,2017,12,365,395,760
6033,LAKE,2017,13,359,385,744
6033,LAKE,2017,14,370,360,730
6033,LAKE,2017,15,326,401,727
6033,LAKE,2017,16,376,363,739
6033,LAKE,2017,17,370,383,753
6033,LAKE,2017,18,366,359,725
6033,LAKE,2017,19,339,398,737
6033,LAKE,2017,20,351,433,784
6033,LAKE,2017,21,366,455,821
6033,LAKE,2017,22,396,408,804
6033,LAKE,2017,23,406,409,815
6033,LAKE,2017,24,407,424,831
6033,LAKE,2017,25,390,464,854
6033,LAKE,2017,26,345,424,769
6033,LAKE,2017,27,321,396,717
6033,LAKE,2017,28,349,368,717
6033,LAKE,2017,29,368,357,725
6033,LAKE,2017,30,328,342,670
6033,LAKE,2017,31,371,412,783
6033,LAKE,2017,32,340,362,702
6033,LAKE,2017,33,393,378,771
6033,LAKE,2017,34,304,367,671
6033,LAKE,2017,35,312,374,686
6033,LAKE,2017,36,334,346,680
6033,LAKE,2017,37,289,342,631
6033,LAKE,2017,38,315,325,640
6033,LAKE,2017,39,288,342,630
6033,LAKE,2017,40,300,329,629
6033,LAKE,2017,41,300,304,604
6033,LAKE,2017,42,300,353,653
6033,LAKE,2017,43,277,311,588
6033,LAKE,2017,44,312,296,608
6033,LAKE,2017,45,366,313,679
6033,LAKE,2017,46,407,341,748
6033,LAKE,2017,47,417,378,795
6033,LAKE,2017,48,379,396,775
6033,LAKE,2017,49,354,323,677
6033,LAKE,2017,50,398,373,771
6033,LAKE,2017,51,367,423,790
6033,LAKE,2017,52,464,426,890
6033,LAKE,2017,53,456,402,858
6033,LAKE,2017,54,472,412,884
6033,LAKE,2017,55,470,447,917
6033,LAKE,2017,56,478,436,914
6033,LAKE,2017,57,513,515,1028
6033,LAKE,2017,58,520,482,1002
6033,LAKE,2017,59,522,534,1056
6033,LAKE,2017,60,563,485,1048
6033,LAKE,2017,61,522,487,1009
6033,LAKE,2017,62,550,483,1033
6033,LAKE,2017,63,534,461,995
6033,LAKE,2017,64,542,495,1037
6033,LAKE,2017,65,564,488,1052
6033,LAKE,2017,66,459,439,898
6033,LAKE,2017,67,474,497,971
6033,LAKE,2017,68,498,474,972
6033,LAKE,2017,69,472,483,955
6033,LAKE,2017,70,509,484,993
6033,LAKE,2017,71,364,374,738
6033,LAKE,2017,72,381,348,729
6033,LAKE,2017,73,337,314,651
6033,LAKE,2017,74,333,343,676
6033,LAKE,2017,75,311,290,601
6033,LAKE,2017,76,286,240,526
6033,LAKE,2017,77,245,249,494
6033,LAKE,2017,78,228,223,451
6033,LAKE,2017,79,236,219,455
6033,LAKE,2017,80,208,183,391
6033,LAKE,2017,81,205,171,376
6033,LAKE,2017,82,174,138,312
6033,LAKE,2017,83,165,137,302
6033,LAKE,2017,84,136,121,257
6033,LAKE,2017,85,186,113,299
6033,LAKE,2017,86,133,98,231
6033,LAKE,2017,87,113,66,179
6033,LAKE,2017,88,103,76,179
6033,LAKE,2017,89,93,54,147
6033,LAKE,2017,90,89,53,142
6033,LAKE,2017,91,88,41,129
6033,LAKE,2017,92,48,47,95
6033,LAKE,2017,93,31,18,49
6033,LAKE,2017,94,38,16,54
6033,LAKE,2017,95,14,12,26
6033,LAKE,2017,96,29,11,40
6033,LAKE,2017,97,12,10,22
6033,LAKE,2017,98,14,5,19
6033,LAKE,2017,99,11,1,12
6033,LAKE,2017,100,5,2,7
6033,LAKE,2018,0,361,368,729
6033,LAKE,2018,1,341,374,715
6033,LAKE,2018,2,368,357,725
6033,LAKE,2018,3,356,371,727
6033,LAKE,2018,4,419,377,796
6033,LAKE,2018,5,414,366,780
6033,LAKE,2018,6,365,426,791
6033,LAKE,2018,7,354,438,792
6033,LAKE,2018,8,367,382,749
6033,LAKE,2018,9,365,409,774
6033,LAKE,2018,10,365,421,786
6033,LAKE,2018,11,372,404,776
6033,LAKE,2018,12,364,409,773
6033,LAKE,2018,13,364,392,756
6033,LAKE,2018,14,365,390,755
6033,LAKE,2018,15,364,355,719
6033,LAKE,2018,16,331,404,735
6033,LAKE,2018,17,380,365,745
6033,LAKE,2018,18,368,380,748
6033,LAKE,2018,19,362,366,728
6033,LAKE,2018,20,339,399,738
6033,LAKE,2018,21,346,427,773
6033,LAKE,2018,22,368,452,820
6033,LAKE,2018,23,398,409,807
6033,LAKE,2018,24,400,403,803
6033,LAKE,2018,25,410,425,835
6033,LAKE,2018,26,390,474,864
6033,LAKE,2018,27,351,427,778
6033,LAKE,2018,28,329,417,746
6033,LAKE,2018,29,362,358,720
6033,LAKE,2018,30,375,364,739
6033,LAKE,2018,31,325,337,662
6033,LAKE,2018,32,366,409,775
6033,LAKE,2018,33,340,363,703
6033,LAKE,2018,34,394,369,763
6033,LAKE,2018,35,298,360,658
6033,LAKE,2018,36,310,388,698
6033,LAKE,2018,37,334,338,672
6033,LAKE,2018,38,296,337,633
6033,LAKE,2018,39,315,330,645
6033,LAKE,2018,40,287,332,619
6033,LAKE,2018,41,298,329,627
6033,LAKE,2018,42,303,314,617
6033,LAKE,2018,43,308,354,662
6033,LAKE,2018,44,278,310,588
6033,LAKE,2018,45,317,287,604
6033,LAKE,2018,46,367,319,686
6033,LAKE,2018,47,406,346,752
6033,LAKE,2018,48,413,375,788
6033,LAKE,2018,49,375,393,768
6033,LAKE,2018,50,360,320,680
6033,LAKE,2018,51,394,382,776
6033,LAKE,2018,52,365,406,771
6033,LAKE,2018,53,464,430,894
6033,LAKE,2018,54,456,388,844
6033,LAKE,2018,55,468,411,879
6033,LAKE,2018,56,464,439,903
6033,LAKE,2018,57,469,423,892
6033,LAKE,2018,58,509,516,1025
6033,LAKE,2018,59,516,479,995
6033,LAKE,2018,60,518,531,1049
6033,LAKE,2018,61,556,475,1031
6033,LAKE,2018,62,521,483,1004
6033,LAKE,2018,63,544,470,1014
6033,LAKE,2018,64,529,462,991
6033,LAKE,2018,65,538,485,1023
6033,LAKE,2018,66,550,481,1031
6033,LAKE,2018,67,451,429,880
6033,LAKE,2018,68,468,481,949
6033,LAKE,2018,69,483,466,949
6033,LAKE,2018,70,470,473,943
6033,LAKE,2018,71,496,467,963
6033,LAKE,2018,72,357,363,720
6033,LAKE,2018,73,375,341,716
6033,LAKE,2018,74,327,303,630
6033,LAKE,2018,75,328,335,663
6033,LAKE,2018,76,307,272,579
6033,LAKE,2018,77,275,224,499
6033,LAKE,2018,78,233,233,466
6033,LAKE,2018,79,222,212,434
6033,LAKE,2018,80,242,211,453
6033,LAKE,2018,81,192,166,358
6033,LAKE,2018,82,184,160,344
6033,LAKE,2018,83,168,129,297
6033,LAKE,2018,84,157,119,276
6033,LAKE,2018,85,145,109,254
6033,LAKE,2018,86,159,104,263
6033,LAKE,2018,87,122,92,214
6033,LAKE,2018,88,106,57,163
6033,LAKE,2018,89,89,70,159
6033,LAKE,2018,90,90,45,135
6033,LAKE,2018,91,78,42,120
6033,LAKE,2018,92,70,32,102
6033,LAKE,2018,93,36,36,72
6033,LAKE,2018,94,24,16,40
6033,LAKE,2018,95,34,11,45
6033,LAKE,2018,96,10,8,18
6033,LAKE,2018,97,24,7,31
6033,LAKE,2018,98,7,6,13
6033,LAKE,2018,99,11,5,16
6033,LAKE,2018,100,11,1,12
6033,LAKE,2019,0,350,396,746
6033,LAKE,2019,1,359,365,724
6033,LAKE,2019,2,343,379,722
6033,LAKE,2019,3,373,367,740
6033,LAKE,2019,4,355,374,729
6033,LAKE,2019,5,419,382,801
6033,LAKE,2019,6,414,375,789
6033,LAKE,2019,7,369,440,809
6033,LAKE,2019,8,361,432,793
6033,LAKE,2019,9,367,390,757
6033,LAKE,2019,10,372,409,781
6033,LAKE,2019,11,370,422,792
6033,LAKE,2019,12,365,401,766
6033,LAKE,2019,13,363,407,770
6033,LAKE,2019,14,370,396,766
6033,LAKE,2019,15,359,386,745
6033,LAKE,2019,16,366,359,725
6033,LAKE,2019,17,335,407,742
6033,LAKE,2019,18,378,364,742
6033,LAKE,2019,19,368,387,755
6033,LAKE,2019,20,362,365,727
6033,LAKE,2019,21,333,393,726
6033,LAKE,2019,22,347,425,772
6033,LAKE,2019,23,369,453,822
6033,LAKE,2019,24,394,404,798
6033,LAKE,2019,25,401,406,807
6033,LAKE,2019,26,412,436,848
6033,LAKE,2019,27,394,482,876
6033,LAKE,2019,28,353,447,800
6033,LAKE,2019,29,348,412,760
6033,LAKE,2019,30,367,363,730
6033,LAKE,2019,31,370,355,725
6033,LAKE,2019,32,323,335,658
6033,LAKE,2019,33,366,412,778
6033,LAKE,2019,34,344,352,696
6033,LAKE,2019,35,387,365,752
6033,LAKE,2019,36,298,372,670
6033,LAKE,2019,37,312,381,693
6033,LAKE,2019,38,340,337,677
6033,LAKE,2019,39,293,341,634
6033,LAKE,2019,40,315,321,636
6033,LAKE,2019,41,287,333,620
6033,LAKE,2019,42,303,339,642
6033,LAKE,2019,43,310,314,624
6033,LAKE,2019,44,307,354,661
6033,LAKE,2019,45,284,301,585
6033,LAKE,2019,46,317,292,609
6033,LAKE,2019,47,366,322,688
6033,LAKE,2019,48,405,343,748
6033,LAKE,2019,49,407,370,777
6033,LAKE,2019,50,381,390,771
6033,LAKE,2019,51,354,330,684
6033,LAKE,2019,52,397,367,764
6033,LAKE,2019,53,365,415,780
6033,LAKE,2019,54,460,415,875
6033,LAKE,2019,55,449,386,835
6033,LAKE,2019,56,469,409,878
6033,LAKE,2019,57,461,424,885
6033,LAKE,2019,58,467,420,887
6033,LAKE,2019,59,506,512,1018
6033,LAKE,2019,60,509,470,979
6033,LAKE,2019,61,514,519,1033
6033,LAKE,2019,62,556,468,1024
6033,LAKE,2019,63,518,475,993
6033,LAKE,2019,64,536,467,1003
6033,LAKE,2019,65,517,450,967
6033,LAKE,2019,66,530,476,1006
6033,LAKE,2019,67,542,476,1018
6033,LAKE,2019,68,441,418,859
6033,LAKE,2019,69,455,467,922
6033,LAKE,2019,70,481,451,932
6033,LAKE,2019,71,462,465,927
6033,LAKE,2019,72,484,454,938
6033,LAKE,2019,73,353,348,701
6033,LAKE,2019,74,365,332,697
6033,LAKE,2019,75,323,298,621
6033,LAKE,2019,76,316,318,634
6033,LAKE,2019,77,289,258,547
6033,LAKE,2019,78,267,221,488
6033,LAKE,2019,79,225,227,452
6033,LAKE,2019,80,220,211,431
6033,LAKE,2019,81,233,196,429
6033,LAKE,2019,82,173,151,324
6033,LAKE,2019,83,174,150,324
6033,LAKE,2019,84,163,115,278
6033,LAKE,2019,85,162,113,275
6033,LAKE,2019,86,125,103,228
6033,LAKE,2019,87,148,89,237
6033,LAKE,2019,88,110,82,192
6033,LAKE,2019,89,97,53,150
6033,LAKE,2019,90,85,59,144
6033,LAKE,2019,91,73,39,112
6033,LAKE,2019,92,58,32,90
6033,LAKE,2019,93,61,22,83
6033,LAKE,2019,94,33,30,63
6033,LAKE,2019,95,18,12,30
6033,LAKE,2019,96,26,9,35
6033,LAKE,2019,97,9,4,13
6033,LAKE,2019,98,17,3,20
6033,LAKE,2019,99,5,4,9
6033,LAKE,2019,100,17,3,20
6035,LASSEN,2017,0,136,160,296
6035,LASSEN,2017,1,141,149,290
6035,LASSEN,2017,2,148,154,302
6035,LASSEN,2017,3,165,157,322
6035,LASSEN,2017,4,129,157,286
6035,LASSEN,2017,5,150,149,299
6035,LASSEN,2017,6,165,151,316
6035,LASSEN,2017,7,161,165,326
6035,LASSEN,2017,8,171,157,328
6035,LASSEN,2017,9,140,152,292
6035,LASSEN,2017,10,128,159,287
6035,LASSEN,2017,11,121,159,280
6035,LASSEN,2017,12,107,127,234
6035,LASSEN,2017,13,120,144,264
6035,LASSEN,2017,14,131,136,267
6035,LASSEN,2017,15,132,142,274
6035,LASSEN,2017,16,131,172,303
6035,LASSEN,2017,17,156,167,323
6035,LASSEN,2017,18,150,214,364
6035,LASSEN,2017,19,158,241,399
6035,LASSEN,2017,20,177,356,533
6035,LASSEN,2017,21,135,360,495
6035,LASSEN,2017,22,140,353,493
6035,LASSEN,2017,23,123,368,491
6035,LASSEN,2017,24,133,403,536
6035,LASSEN,2017,25,126,422,548
6035,LASSEN,2017,26,109,447,556
6035,LASSEN,2017,27,92,400,492
6035,LASSEN,2017,28,86,370,456
6035,LASSEN,2017,29,84,408,492
6035,LASSEN,2017,30,85,345,430
6035,LASSEN,2017,31,71,393,464
6035,LASSEN,2017,32,123,314,437
6035,LASSEN,2017,33,86,328,414
6035,LASSEN,2017,34,91,296,387
6035,LASSEN,2017,35,83,293,376
6035,LASSEN,2017,36,97,313,410
6035,LASSEN,2017,37,80,294,374
6035,LASSEN,2017,38,99,296,395
6035,LASSEN,2017,39,83,292,375
6035,LASSEN,2017,40,94,269,363
6035,LASSEN,2017,41,107,305,412
6035,LASSEN,2017,42,104,287,391
6035,LASSEN,2017,43,94,251,345
6035,LASSEN,2017,44,119,280,399
6035,LASSEN,2017,45,114,284,398
6035,LASSEN,2017,46,158,263,421
6035,LASSEN,2017,47,142,324,466
6035,LASSEN,2017,48,142,288,430
6035,LASSEN,2017,49,149,279,428
6035,LASSEN,2017,50,134,241,375
6035,LASSEN,2017,51,164,217,381
6035,LASSEN,2017,52,188,287,475
6035,LASSEN,2017,53,171,279,450
6035,LASSEN,2017,54,207,271,478
6035,LASSEN,2017,55,170,252,422
6035,LASSEN,2017,56,194,205,399
6035,LASSEN,2017,57,202,238,440
6035,LASSEN,2017,58,216,241,457
6035,LASSEN,2017,59,197,261,458
6035,LASSEN,2017,60,178,210,388
6035,LASSEN,2017,61,220,176,396
6035,LASSEN,2017,62,223,202,425
6035,LASSEN,2017,63,204,213,417
6035,LASSEN,2017,64,212,238,450
6035,LASSEN,2017,65,192,203,395
6035,LASSEN,2017,66,184,196,380
6035,LASSEN,2017,67,165,196,361
6035,LASSEN,2017,68,168,184,352
6035,LASSEN,2017,69,162,179,341
6035,LASSEN,2017,70,177,161,338
6035,LASSEN,2017,71,137,126,263
6035,LASSEN,2017,72,115,119,234
6035,LASSEN,2017,73,114,121,235
6035,LASSEN,2017,74,116,115,231
6035,LASSEN,2017,75,114,95,209
6035,LASSEN,2017,76,89,81,170
6035,LASSEN,2017,77,76,77,153
6035,LASSEN,2017,78,92,70,162
6035,LASSEN,2017,79,61,66,127
6035,LASSEN,2017,80,59,47,106
6035,LASSEN,2017,81,65,62,127
6035,LASSEN,2017,82,45,48,93
6035,LASSEN,2017,83,39,39,78
6035,LASSEN,2017,84,42,48,90
6035,LASSEN,2017,85,49,31,80
6035,LASSEN,2017,86,35,31,66
6035,LASSEN,2017,87,44,35,79
6035,LASSEN,2017,88,32,14,46
6035,LASSEN,2017,89,25,27,52
6035,LASSEN,2017,90,28,20,48
6035,LASSEN,2017,91,15,14,29
6035,LASSEN,2017,92,24,20,44
6035,LASSEN,2017,93,25,4,29
6035,LASSEN,2017,94,4,7,11
6035,LASSEN,2017,95,10,10,20
6035,LASSEN,2017,96,8,2,10
6035,LASSEN,2017,97,4,3,7
6035,LASSEN,2017,98,6,0,6
6035,LASSEN,2017,99,2,0,2
6035,LASSEN,2017,100,5,3,8
6035,LASSEN,2018,0,140,155,295
6035,LASSEN,2018,1,136,160,296
6035,LASSEN,2018,2,142,148,290
6035,LASSEN,2018,3,148,154,302
6035,LASSEN,2018,4,163,156,319
6035,LASSEN,2018,5,129,156,285
6035,LASSEN,2018,6,150,149,299
6035,LASSEN,2018,7,163,153,316
6035,LASSEN,2018,8,161,162,323
6035,LASSEN,2018,9,170,156,326
6035,LASSEN,2018,10,141,153,294
6035,LASSEN,2018,11,128,158,286
6035,LASSEN,2018,12,120,159,279
6035,LASSEN,2018,13,105,126,231
6035,LASSEN,2018,14,122,144,266
6035,LASSEN,2018,15,128,138,266
6035,LASSEN,2018,16,132,145,277
6035,LASSEN,2018,17,131,177,308
6035,LASSEN,2018,18,163,214,377
6035,LASSEN,2018,19,150,225,375
6035,LASSEN,2018,20,150,360,510
6035,LASSEN,2018,21,174,395,569
6035,LASSEN,2018,22,133,357,490
6035,LASSEN,2018,23,141,358,499
6035,LASSEN,2018,24,118,387,505
6035,LASSEN,2018,25,134,433,567
6035,LASSEN,2018,26,126,415,541
6035,LASSEN,2018,27,108,474,582
6035,LASSEN,2018,28,90,368,458
6035,LASSEN,2018,29,86,421,507
6035,LASSEN,2018,30,82,350,432
6035,LASSEN,2018,31,79,358,437
6035,LASSEN,2018,32,72,339,411
6035,LASSEN,2018,33,122,312,434
6035,LASSEN,2018,34,85,313,398
6035,LASSEN,2018,35,91,273,364
6035,LASSEN,2018,36,82,313,395
6035,LASSEN,2018,37,98,289,387
6035,LASSEN,2018,38,80,295,375
6035,LASSEN,2018,39,98,297,395
6035,LASSEN,2018,40,85,263,348
6035,LASSEN,2018,41,92,279,371
6035,LASSEN,2018,42,107,285,392
6035,LASSEN,2018,43,102,293,395
6035,LASSEN,2018,44,94,240,334
6035,LASSEN,2018,45,118,279,397
6035,LASSEN,2018,46,113,258,371
6035,LASSEN,2018,47,157,273,430
6035,LASSEN,2018,48,141,338,479
6035,LASSEN,2018,49,143,253,396
6035,LASSEN,2018,50,151,235,386
6035,LASSEN,2018,51,131,241,372
6035,LASSEN,2018,52,164,220,384
6035,LASSEN,2018,53,189,290,479
6035,LASSEN,2018,54,170,259,429
6035,LASSEN,2018,55,202,228,430
6035,LASSEN,2018,56,170,247,417
6035,LASSEN,2018,57,195,209,404
6035,LASSEN,2018,58,201,231,432
6035,LASSEN,2018,59,214,240,454
6035,LASSEN,2018,60,197,253,450
6035,LASSEN,2018,61,176,196,372
6035,LASSEN,2018,62,221,174,395
6035,LASSEN,2018,63,221,199,420
6035,LASSEN,2018,64,201,206,407
6035,LASSEN,2018,65,209,229,438
6035,LASSEN,2018,66,188,205,393
6035,LASSEN,2018,67,184,190,374
6035,LASSEN,2018,68,164,190,354
6035,LASSEN,2018,69,169,175,344
6035,LASSEN,2018,70,161,177,338
6035,LASSEN,2018,71,173,160,333
6035,LASSEN,2018,72,136,119,255
6035,LASSEN,2018,73,114,111,225
6035,LASSEN,2018,74,113,118,231
6035,LASSEN,2018,75,115,112,227
6035,LASSEN,2018,76,109,89,198
6035,LASSEN,2018,77,84,76,160
6035,LASSEN,2018,78,77,70,147
6035,LASSEN,2018,79,85,71,156
6035,LASSEN,2018,80,61,61,122
6035,LASSEN,2018,81,56,48,104
6035,LASSEN,2018,82,61,56,117
6035,LASSEN,2018,83,43,48,91
6035,LASSEN,2018,84,37,37,74
6035,LASSEN,2018,85,37,47,84
6035,LASSEN,2018,86,49,27,76
6035,LASSEN,2018,87,32,27,59
6035,LASSEN,2018,88,41,31,72
6035,LASSEN,2018,89,31,10,41
6035,LASSEN,2018,90,23,24,47
6035,LASSEN,2018,91,25,19,44
6035,LASSEN,2018,92,13,8,21
6035,LASSEN,2018,93,20,18,38
6035,LASSEN,2018,94,22,5,27
6035,LASSEN,2018,95,5,4,9
6035,LASSEN,2018,96,9,5,14
6035,LASSEN,2018,97,5,1,6
6035,LASSEN,2018,98,4,3,7
6035,LASSEN,2018,99,5,0,5
6035,LASSEN,2018,100,5,1,6
6035,LASSEN,2019,0,156,144,300
6035,LASSEN,2019,1,141,153,294
6035,LASSEN,2019,2,137,159,296
